chrom	start	end	RegionID	PeakRegion	Locus	LogFC	F	PValue	FDR
chr12	19412300	19413546	Q111_PeakRegion	Q111_PeakRegion_1191_chr12_19412300_19413546	chr12:19412300-19413546	0.581300774792362	2.48802859303683	0.11915997268734	0.185116646778466
chr12	19481526	19481942	Q111_PeakRegion	Q111_PeakRegion_1192_chr12_19481526_19481942	chr12:19481526-19481942	-0.164772289338884	0.165076203795821	0.685747145298953	0.744048678958213
chr12	19526396	19527485	WT_PeakRegion	WT_PeakRegion_4409_chr12_19526396_19527485	chr12:19526396-19527485	-1.09864417914766	14.2931726149548	0.00032289572961732	0.00434654671957481
chr12	19570221	19570636	WT_PeakRegion	WT_PeakRegion_4410_chr12_19570221_19570636	chr12:19570221-19570636	-1.32148865867312	10.7508373472424	0.0017775387140076	0.0108510985505016
chr12	19592436	19593203	WT_PeakRegion	WT_PeakRegion_4411_chr12_19592436_19593203	chr12:19592436-19593203	-0.884937570549745	6.33823348712646	0.014073779622418	0.0400856143585152
chr12	19609147	19609444	WT_PeakRegion	WT_PeakRegion_4412_chr12_19609147_19609444	chr12:19609147-19609444	-0.661088453686206	2.57455774879916	0.129225867915688	0.19721688998629
chr12	19632760	19633870	WT_PeakRegion	WT_PeakRegion_4413_chr12_19632760_19633870	chr12:19632760-19633870	-1.66140154271303	24.1418335771055	5.54493192242942e-06	0.000633149358115278
chr12	19645471	19646438	WT_PeakRegion	WT_PeakRegion_4414_chr12_19645471_19646438	chr12:19645471-19646438	-0.851188053961948	8.23377143576414	0.00541235088473761	0.0211353702139772
chr12	19665756	19666737	WT_PeakRegion	WT_PeakRegion_4415_chr12_19665756_19666737	chr12:19665756-19666737	-1.47678568252144	20.277711919171	2.56599751753795e-05	0.00124577279781788
chr12	19678428	19678754	WT_PeakRegion	WT_PeakRegion_4416_chr12_19678428_19678754	chr12:19678428-19678754	-0.747987270924883	3.0993665099284	0.100544444237362	0.163010779401199
chr12	19719171	19719598	Shared_PeakRegion	Shared_PeakRegion_1044_chr12_19719171_19719598	chr12:19719171-19719598	-0.243362985775205	0.693392932008225	0.407804495811214	0.490572684858416
chr12	19720352	19720750	WT_PeakRegion	WT_PeakRegion_4417_chr12_19720352_19720750	chr12:19720352-19720750	-0.873346588046269	5.512273663221	0.0216737847564449	0.0535610111135064
chr12	19747571	19747767	WT_PeakRegion	WT_PeakRegion_4418_chr12_19747571_19747767	chr12:19747571-19747767	-1.18210075946229	5.25403446782594	0.0326726062636887	0.0716962816765069
chr12	19778873	19779373	WT_PeakRegion	WT_PeakRegion_4419_chr12_19778873_19779373	chr12:19778873-19779373	-1.16050547912857	8.27711009703522	0.00529802702997556	0.0207965273498335
chr12	19844180	19845038	WT_PeakRegion	WT_PeakRegion_4420_chr12_19844180_19845038	chr12:19844180-19845038	-1.02146702929001	8.72685879126138	0.0042502347814359	0.0180899489169688
chr12	19885133	19886233	Shared_PeakRegion	Shared_PeakRegion_1045_chr12_19885133_19886233	chr12:19885133-19886233	-0.233539317244243	0.566296429138366	0.455674449682126	0.535845972600826
chr12	19917347	19917812	WT_PeakRegion	WT_PeakRegion_4421_chr12_19917347_19917812	chr12:19917347-19917812	-1.43035172593121	10.3898468466699	0.00191489180988149	0.0113486605468411
chr12	20064378	20065421	Q111_PeakRegion	Q111_PeakRegion_1193_chr12_20064378_20065421	chr12:20064378-20065421	-0.0293224189282111	0.0103415613018388	0.919286584843117	0.937021447095323
chr12	20090915	20092146	Q111_PeakRegion	Q111_PeakRegion_1194_chr12_20090915_20092146	chr12:20090915-20092146	0.984690115514061	5.85825264712455	0.0180643294928542	0.0475341093306911
chr12	20224886	20225468	WT_PeakRegion	WT_PeakRegion_4422_chr12_20224886_20225468	chr12:20224886-20225468	-1.57941754314128	15.0514951650726	0.000231441313200724	0.0037186029544974
chr12	20340516	20341024	WT_PeakRegion	WT_PeakRegion_4423_chr12_20340516_20341024	chr12:20340516-20341024	-0.889784239079503	4.84939793540576	0.0309044836536434	0.0693791541890906
chr12	20496046	20496891	WT_PeakRegion	WT_PeakRegion_4424_chr12_20496046_20496891	chr12:20496046-20496891	-1.08648928284373	10.941952446739	0.00147779078291227	0.00981509440794091
chr12	20719448	20719887	WT_PeakRegion	WT_PeakRegion_4425_chr12_20719448_20719887	chr12:20719448-20719887	-1.13397482811514	7.62152085190135	0.007334107659503	0.025843159128333
chr12	20787527	20787951	WT_PeakRegion	WT_PeakRegion_4426_chr12_20787527_20787951	chr12:20787527-20787951	-1.58870759026067	15.0084388563468	0.000235834831765741	0.00376893225532418
chr12	20813283	20813624	WT_PeakRegion	WT_PeakRegion_4427_chr12_20813283_20813624	chr12:20813283-20813624	-0.9068104570916	3.92797156778788	0.0698202137426545	0.124144404950131
chr12	20835829	20836526	WT_PeakRegion	WT_PeakRegion_4428_chr12_20835829_20836526	chr12:20835829-20836526	-0.777994011115192	4.63310465330076	0.034760292304666	0.0748394475923808
chr12	20944948	20945369	WT_PeakRegion	WT_PeakRegion_4429_chr12_20944948_20945369	chr12:20944948-20945369	-0.748344323564088	3.73471812241542	0.0572815240547049	0.107430257133122
chr12	20964407	20964851	WT_PeakRegion	WT_PeakRegion_4430_chr12_20964407_20964851	chr12:20964407-20964851	-0.948191125393624	5.59964878063217	0.0206954514828459	0.0519019793968665
chr12	21021194	21022261	Q111_PeakRegion	Q111_PeakRegion_1195_chr12_21021194_21022261	chr12:21021194-21022261	0.712533159787045	3.03261570465443	0.0890867164043875	0.149023164832225
chr12	21181241	21181961	WT_PeakRegion	WT_PeakRegion_4431_chr12_21181241_21181961	chr12:21181241-21181961	-1.48075713829927	18.1806119092784	6.08579243480366e-05	0.0018586291519818
chr12	21690216	21690518	WT_PeakRegion	WT_PeakRegion_4432_chr12_21690216_21690518	chr12:21690216-21690518	-0.830246634204937	3.41289320555569	0.0920174607356555	0.152549185377106
chr12	21704509	21705055	WT_PeakRegion	WT_PeakRegion_4433_chr12_21704509_21705055	chr12:21704509-21705055	-0.591500160250286	3.33367904842534	0.0720791113260594	0.127282748894129
chr12	21724616	21725340	WT_PeakRegion	WT_PeakRegion_4434_chr12_21724616_21725340	chr12:21724616-21725340	-0.600992373986138	2.91618856430697	0.092063416566243	0.152601431036155
chr12	21785931	21786458	WT_PeakRegion	WT_PeakRegion_4435_chr12_21785931_21786458	chr12:21785931-21786458	-1.51843242492683	12.3621030300578	0.000767690310181662	0.00678843808174863
chr12	21862760	21863720	WT_PeakRegion	WT_PeakRegion_4436_chr12_21862760_21863720	chr12:21862760-21863720	-0.0565682043277133	0.0291621157269643	0.864890888817845	0.894686192622197
chr12	21949551	21950647	Shared_PeakRegion	Shared_PeakRegion_1046_chr12_21949551_21950647	chr12:21949551-21950647	-0.499953675936073	2.68101100558273	0.105975411741038	0.169186006325359
chr12	21970559	21971430	Shared_PeakRegion	Shared_PeakRegion_1047_chr12_21970559_21971430	chr12:21970559-21971430	-0.687362600378367	6.56133021243708	0.0125463923094128	0.0370535851127907
chr12	22007521	22007936	WT_PeakRegion	WT_PeakRegion_4437_chr12_22007521_22007936	chr12:22007521-22007936	-0.734891999164746	3.35774937343774	0.0758582311821716	0.13227622589142
chr12	22035077	22035539	WT_PeakRegion	WT_PeakRegion_4438_chr12_22035077_22035539	chr12:22035077-22035539	-0.395553196916395	1.05687585860207	0.307417808056798	0.390912632699902
chr12	22072319	22072840	WT_PeakRegion	WT_PeakRegion_4439_chr12_22072319_22072840	chr12:22072319-22072840	-0.568252400990463	2.33108945040243	0.131255040831699	0.199506906856814
chr12	22816992	22817448	WT_PeakRegion	WT_PeakRegion_4440_chr12_22816992_22817448	chr12:22816992-22817448	-0.733502651804518	3.49002055401691	0.0732348788270331	0.128871434565405
chr12	22820027	22820894	WT_PeakRegion	WT_PeakRegion_4441_chr12_22820027_22820894	chr12:22820027-22820894	-0.82766803777007	5.05915585454486	0.0275984283334092	0.0637928426026717
chr12	22845414	22846239	WT_PeakRegion	WT_PeakRegion_4442_chr12_22845414_22846239	chr12:22845414-22846239	-0.591625070391219	3.21161226884637	0.077377116547923	0.134285500854122
chr12	22863567	22864451	Q111_PeakRegion	Q111_PeakRegion_1196_chr12_22863567_22864451	chr12:22863567-22864451	0.780641494690189	5.65844405400063	0.0200635356061007	0.0509791330782663
chr12	23099036	23099565	WT_PeakRegion	WT_PeakRegion_4443_chr12_23099036_23099565	chr12:23099036-23099565	0.628115907140135	2.07060482340651	0.155103491424922	0.226879650316605
chr12	23191662	23192297	WT_PeakRegion	WT_PeakRegion_4444_chr12_23191662_23192297	chr12:23191662-23192297	-1.31050498404438	9.41161581943155	0.00305097886268729	0.0148034682447989
chr12	23221261	23221693	WT_PeakRegion	WT_PeakRegion_4445_chr12_23221261_23221693	chr12:23221261-23221693	-0.07227150318564	0.0310297171334877	0.86619173165822	0.895555092915821
chr12	23381980	23382648	Shared_PeakRegion	Shared_PeakRegion_1048_chr12_23381980_23382648	chr12:23381980-23382648	-0.0545306118146537	0.0243304095394227	0.877864133862606	0.905367002003334
chr12	23437082	23437596	WT_PeakRegion	WT_PeakRegion_4446_chr12_23437082_23437596	chr12:23437082-23437596	-0.764922692673173	4.13364892099213	0.0457776230497562	0.0912357870174979
chr12	23484436	23484738	WT_PeakRegion	WT_PeakRegion_4447_chr12_23484436_23484738	chr12:23484436-23484738	-0.992545522093076	5.54189732120394	0.0245723145954963	0.0585025585144543
chr12	23889774	23890083	WT_PeakRegion	WT_PeakRegion_4448_chr12_23889774_23890083	chr12:23889774-23890083	-0.597090030141045	1.79144738451019	0.20043184186275	0.277937330819116
chr12	24363189	24363497	WT_PeakRegion	WT_PeakRegion_4449_chr12_24363189_24363497	chr12:24363189-24363497	-1.29915906538671	7.5138220125539	0.011415910888166	0.0346590619163693
chr12	24521920	24522274	WT_PeakRegion	WT_PeakRegion_4450_chr12_24521920_24522274	chr12:24521920-24522274	-0.81297847249483	4.11429664734185	0.0540857855027396	0.103088833947953
chr12	24565292	24566246	Q111_PeakRegion	Q111_PeakRegion_1197_chr12_24565292_24566246	chr12:24565292-24566246	0.130315864044227	0.145810800439379	0.705103740975932	0.760521713881053
chr12	24586295	24586916	WT_PeakRegion	WT_PeakRegion_4451_chr12_24586295_24586916	chr12:24586295-24586916	-1.31219722202498	11.4059111267614	0.00119100873583626	0.00857449665189507
chr12	24841719	24842126	WT_PeakRegion	WT_PeakRegion_4452_chr12_24841719_24842126	chr12:24841719-24842126	-1.06524613838303	5.58055609483879	0.0289895264949872	0.0661557806780841
chr12	24844694	24845482	WT_PeakRegion	WT_PeakRegion_4453_chr12_24844694_24845482	chr12:24844694-24845482	-1.06711099023206	9.0510819632454	0.00363069239602638	0.0165297400037961
chr12	24898832	24900654	Q111_PeakRegion	Q111_PeakRegion_1198_chr12_24898832_24900654	chr12:24898832-24900654	0.290402807300405	0.896449761817909	0.346946188734703	0.43163174027713
chr12	24932174	24932881	Q111_PeakRegion	Q111_PeakRegion_1199_chr12_24932174_24932881	chr12:24932174-24932881	-0.16221317090036	0.199719135099901	0.656307667970357	0.717410068008975
chr12	25111721	25111928	WT_PeakRegion	WT_PeakRegion_4454_chr12_25111721_25111928	chr12:25111721-25111928	-1.57941088343371	15.1237243160554	0.000224260108377045	0.00366334130063835
chr12	26080211	26080884	WT_PeakRegion	WT_PeakRegion_4455_chr12_26080211_26080884	chr12:26080211-26080884	-0.598039381989463	2.83086112959792	0.0968610955724687	0.158539528642236
chr12	26261109	26261364	WT_PeakRegion	WT_PeakRegion_4456_chr12_26261109_26261364	chr12:26261109-26261364	-1.3105377299816	8.77432462290498	0.00498361437869106	0.019970365240663
chr12	26329976	26330387	WT_PeakRegion	WT_PeakRegion_4457_chr12_26329976_26330387	chr12:26329976-26330387	-0.761066721975432	3.42046511235375	0.0691547516368383	0.123293109591103
chr12	26564636	26565257	Q111_PeakRegion	Q111_PeakRegion_1200_chr12_26564636_26565257	chr12:26564636-26565257	0.438986723148506	1.18794912864267	0.28072055025887	0.363303619667541
chr12	26712524	26713252	WT_PeakRegion	WT_PeakRegion_4458_chr12_26712524_26713252	chr12:26712524-26713252	-0.890847266432988	6.16140263056272	0.0154232706689468	0.0426085493225519
chr12	26733154	26734773	Shared_PeakRegion	Shared_PeakRegion_1049_chr12_26733154_26734773	chr12:26733154-26734773	-1.08472819588526	17.1825312146475	9.25925128815768e-05	0.00234072986511871
chr12	27410134	27410539	WT_PeakRegion	WT_PeakRegion_4459_chr12_27410134_27410539	chr12:27410134-27410539	-1.26097190109985	7.77642891708392	0.00922375370300022	0.030058083294688
chr12	28002294	28002620	WT_PeakRegion	WT_PeakRegion_4460_chr12_28002294_28002620	chr12:28002294-28002620	-1.15303155681556	7.26190879978942	0.0108349693347526	0.0334188911150994
chr12	28729094	28729393	WT_PeakRegion	WT_PeakRegion_4461_chr12_28729094_28729393	chr12:28729094-28729393	-1.90713425652886	15.3727582780628	0.000281039177402676	0.00410172121658683
chr12	29156659	29157082	Q111_PeakRegion	Q111_PeakRegion_1201_chr12_29156659_29157082	chr12:29156659-29157082	1.42330083823163	8.78005345241988	0.00414147280039535	0.0177681457904091
chr12	29176085	29176497	WT_PeakRegion	WT_PeakRegion_4462_chr12_29176085_29176497	chr12:29176085-29176497	-2.82624048735152	24.2698489998606	8.45328879012044e-06	0.000710901954110544
chr12	29239589	29239953	WT_PeakRegion	WT_PeakRegion_4463_chr12_29239589_29239953	chr12:29239589-29239953	-0.685536125570193	3.07790990282952	0.0851878362691445	0.144190271641206
chr12	29308187	29308386	WT_PeakRegion	WT_PeakRegion_4464_chr12_29308187_29308386	chr12:29308187-29308386	-1.7363996530608	12.4151383599742	0.00162554011670721	0.010347640007979
chr12	29443962	29444548	WT_PeakRegion	WT_PeakRegion_4465_chr12_29443962_29444548	chr12:29443962-29444548	-1.02534376324119	9.36887959428943	0.00311433813786035	0.0149928068805332
chr12	31796162	31796759	WT_PeakRegion	WT_PeakRegion_4466_chr12_31796162_31796759	chr12:31796162-31796759	-1.06695541814525	8.9750110963671	0.00376705271046885	0.0168900953704601
chr12	31975112	31975774	WT_PeakRegion	WT_PeakRegion_4467_chr12_31975112_31975774	chr12:31975112-31975774	-1.31642382300625	10.5058537583543	0.00181302665146288	0.0109759142134298
chr12	31984786	31985337	WT_PeakRegion	WT_PeakRegion_4468_chr12_31984786_31985337	chr12:31984786-31985337	-1.71271148130334	19.620885545718	3.35439463608318e-05	0.00142352964335305
chr12	33077681	33078562	WT_PeakRegion	WT_PeakRegion_4469_chr12_33077681_33078562	chr12:33077681-33078562	-0.944212564660636	7.36653244816392	0.00833424242059863	0.0281021193932046
chr12	33102738	33103690	WT_PeakRegion	WT_PeakRegion_4470_chr12_33102738_33103690	chr12:33102738-33103690	-1.16543086981148	9.79609242374044	0.00253788506844676	0.0132675490769559
chr12	33220126	33221303	WT_PeakRegion	WT_PeakRegion_4471_chr12_33220126_33221303	chr12:33220126-33221303	-1.05243972172448	10.5329365806967	0.00179006683918947	0.0108710553389167
chr12	33270841	33272035	Shared_PeakRegion	Shared_PeakRegion_1050_chr12_33270841_33272035	chr12:33270841-33272035	-0.266319803736995	0.747488877572987	0.390183579020041	0.473781701340349
chr12	33606016	33606646	WT_PeakRegion	WT_PeakRegion_4472_chr12_33606016_33606646	chr12:33606016-33606646	-1.5794651158496	17.2471996016061	9.00928728216769e-05	0.00229954441330111
chr12	33694463	33694861	WT_PeakRegion	WT_PeakRegion_4473_chr12_33694463_33694861	chr12:33694463-33694861	-0.903591443263544	4.7984515305234	0.0382638899796679	0.0802410250873488
chr12	33942835	33943602	WT_PeakRegion	WT_PeakRegion_4474_chr12_33942835_33943602	chr12:33942835-33943602	-1.34403460195458	13.3850519534053	0.000483607803876533	0.00526879839801654
chr12	34092533	34095049	Shared_PeakRegion	Shared_PeakRegion_1051_chr12_34092533_34095049	chr12:34092533-34095049	-0.760205543848642	11.7952635000536	0.000995115373104385	0.00775999226716682
chr12	34189608	34189939	WT_PeakRegion	WT_PeakRegion_4475_chr12_34189608_34189939	chr12:34189608-34189939	-0.1849642299882	0.197873275469244	0.662936924576545	0.723160367709337
chr12	34357795	34358020	WT_PeakRegion	WT_PeakRegion_4476_chr12_34357795_34358020	chr12:34357795-34358020	-1.31053239249081	8.80602110403694	0.00498244602792793	0.019970365240663
chr12	34467276	34467981	WT_PeakRegion	WT_PeakRegion_4477_chr12_34467276_34467981	chr12:34467276-34467981	-1.43940788470299	13.0638415528596	0.000558665287278676	0.0057062106297813
chr12	34622002	34622480	WT_PeakRegion	WT_PeakRegion_4478_chr12_34622002_34622480	chr12:34622002-34622480	-1.03533166623373	5.35986689908255	0.0272255800234789	0.0631736284822357
chr12	34751819	34752821	Q111_PeakRegion	Q111_PeakRegion_1202_chr12_34751819_34752821	chr12:34751819-34752821	-0.70078872692948	3.91299257216366	0.0517947882236192	0.0999298022930407
chr12	35621732	35622992	Shared_PeakRegion	Shared_PeakRegion_1052_chr12_35621732_35622992	chr12:35621732-35622992	-0.64261973964603	4.89693713499237	0.0301198565315987	0.0681534312568316
chr12	35627973	35629335	WT_PeakRegion	WT_PeakRegion_4479_chr12_35627973_35629335	chr12:35627973-35629335	-0.580939170250189	5.05541267933079	0.0276540046833034	0.0638592367763259
chr12	36529089	36529772	WT_PeakRegion	WT_PeakRegion_4480_chr12_36529089_36529772	chr12:36529089-36529772	-2.03652512574894	20.9897954453789	1.92405737213554e-05	0.00105344633426716
chr12	36580785	36582330	Shared_PeakRegion	Shared_PeakRegion_1053_chr12_36580785_36582330	chr12:36580785-36582330	-0.945544043634085	9.93656865680872	0.00237358362450997	0.0127188935903635
chr12	36645308	36645590	WT_PeakRegion	WT_PeakRegion_4481_chr12_36645308_36645590	chr12:36645308-36645590	-0.447315259487296	1.15437194899975	0.303825139693845	0.387089492542183
chr12	39682160	39682803	WT_PeakRegion	WT_PeakRegion_4482_chr12_39682160_39682803	chr12:39682160-39682803	-1.03464164947011	8.51531775128193	0.00471313811938472	0.019434482914098
chr12	40224140	40224647	WT_PeakRegion	WT_PeakRegion_4483_chr12_40224140_40224647	chr12:40224140-40224647	-0.724539022983555	3.36739620742398	0.0706867385898536	0.125318936047193
chr12	40752723	40753110	WT_PeakRegion	WT_PeakRegion_4484_chr12_40752723_40753110	chr12:40752723-40753110	-0.482478296928592	1.36798753066317	0.257715805276182	0.339561460642571
chr12	41039048	41039337	Q111_PeakRegion	Q111_PeakRegion_1203_chr12_41039048_41039337	chr12:41039048-41039337	0.722553362652081	2.35282371157674	0.14315324001647	0.213086390654183
chr12	41519406	41519792	WT_PeakRegion	WT_PeakRegion_4485_chr12_41519406_41519792	chr12:41519406-41519792	-0.477476619871297	1.50063227220866	0.224621911029997	0.303643307388253
chr12	41897997	41898361	WT_PeakRegion	WT_PeakRegion_4486_chr12_41897997_41898361	chr12:41897997-41898361	-2.23116757399811	21.8833795601178	1.58480860017022e-05	0.000962452441264292
chr12	43341730	43342975	Shared_PeakRegion	Shared_PeakRegion_1054_chr12_43341730_43342975	chr12:43341730-43342975	-0.651302912345504	3.89360870430084	0.0523628200051223	0.1005484134098
chr12	43483873	43484302	WT_PeakRegion	WT_PeakRegion_4487_chr12_43483873_43484302	chr12:43483873-43484302	-0.545421925896293	1.61581758097637	0.22570411006476	0.304794291508539
chr12	43617024	43618239	Shared_PeakRegion	Shared_PeakRegion_1055_chr12_43617024_43618239	chr12:43617024-43618239	-0.117014402324615	0.131719132814071	0.71773424907525	0.77091866334399
chr12	43667080	43667777	WT_PeakRegion	WT_PeakRegion_4488_chr12_43667080_43667777	chr12:43667080-43667777	-1.11070638282478	7.14094856438307	0.0102302076287029	0.0321351379347513
chr12	43730394	43730799	WT_PeakRegion	WT_PeakRegion_4489_chr12_43730394_43730799	chr12:43730394-43730799	-0.870781193088302	3.40359673078479	0.0814154362105835	0.139318192796263
chr12	43974135	43974818	Shared_PeakRegion	Shared_PeakRegion_1056_chr12_43974135_43974818	chr12:43974135-43974818	-0.390113639870888	1.54998686893282	0.217230199625011	0.295998906439393
chr12	44137503	44138868	Shared_PeakRegion	Shared_PeakRegion_1057_chr12_44137503_44138868	chr12:44137503-44138868	-0.957588985567542	9.25454122506567	0.00329068406808957	0.015464007364149
chr12	44777198	44777500	WT_PeakRegion	WT_PeakRegion_4490_chr12_44777198_44777500	chr12:44777198-44777500	-1.42107456971755	9.55078955338495	0.00396536438731842	0.0174423197594301
chr12	45086785	45086937	WT_PeakRegion	WT_PeakRegion_4491_chr12_45086785_45086937	chr12:45086785-45086937	-0.663571557330544	10.7179346751933	0.00164110011021715	0.0103965856502785
chr12	45332469	45333094	WT_PeakRegion	WT_PeakRegion_4492_chr12_45332469_45333094	chr12:45332469-45333094	-1.12033677025082	8.12441664773924	0.0057124301575465	0.0219495081612462
chr12	45583868	45585220	Shared_PeakRegion	Shared_PeakRegion_1058_chr12_45583868_45585220	chr12:45583868-45585220	-0.892022386777846	7.8046419524736	0.00669395951887705	0.0243243020068686
chr12	45714213	45714835	WT_PeakRegion	WT_PeakRegion_4493_chr12_45714213_45714835	chr12:45714213-45714835	-0.369426787958711	1.02635693210408	0.314455290128975	0.398089020102177
chr12	45837559	45837974	WT_PeakRegion	WT_PeakRegion_4494_chr12_45837559_45837974	chr12:45837559-45837974	-0.52396378571929	1.59973905736872	0.233501643500075	0.313509929575214
chr12	45838401	45839072	WT_PeakRegion	WT_PeakRegion_4495_chr12_45838401_45839072	chr12:45838401-45839072	-0.644224632294399	2.94398186993958	0.0905581111782235	0.151000278171947
chr12	45896023	45896963	WT_PeakRegion	WT_PeakRegion_4496_chr12_45896023_45896963	chr12:45896023-45896963	-0.887713991698606	6.97960406752101	0.0101339282709482	0.031946664689472
chr12	46556380	46557204	WT_PeakRegion	WT_PeakRegion_4497_chr12_46556380_46557204	chr12:46556380-46557204	-1.00442357691195	7.68208951826331	0.00711556147103594	0.0253165448028407
chr12	46875943	46876346	WT_PeakRegion	WT_PeakRegion_4498_chr12_46875943_46876346	chr12:46875943-46876346	-0.43104754873785	1.07608753307251	0.313787679604798	0.397291446247771
chr12	47145588	47146678	Shared_PeakRegion	Shared_PeakRegion_1059_chr12_47145588_47146678	chr12:47145588-47146678	-0.492799984990676	2.47926084730977	0.119801419482547	0.185898685939006
chr12	47371862	47372162	WT_PeakRegion	WT_PeakRegion_4499_chr12_47371862_47372162	chr12:47371862-47372162	-1.38458181540471	8.72967563248704	0.00613186412952632	0.0228555231946048
chr12	48381009	48381874	WT_PeakRegion	WT_PeakRegion_4500_chr12_48381009_48381874	chr12:48381009-48381874	-1.3782030395313	14.5815995776739	0.000284353989005788	0.00410487513910404
chr12	48685574	48686647	WT_PeakRegion	WT_PeakRegion_4501_chr12_48685574_48686647	chr12:48685574-48686647	-1.08545221157525	9.06959287126046	0.00359829601249925	0.0164058903956772
chr12	48966314	48967237	WT_PeakRegion	WT_PeakRegion_4502_chr12_48966314_48967237	chr12:48966314-48967237	-1.23515010245468	11.8889856812016	0.000953161141647922	0.00759362890052102
chr12	49373274	49373965	WT_PeakRegion	WT_PeakRegion_4503_chr12_49373274_49373965	chr12:49373274-49373965	-0.700832418434207	3.77004432803242	0.0561461685024084	0.105775817893555
chr12	49525953	49526451	WT_PeakRegion	WT_PeakRegion_4504_chr12_49525953_49526451	chr12:49525953-49526451	-1.60454146389957	13.7863783697776	0.000404256207739643	0.00480352253622221
chr12	50293706	50294563	WT_PeakRegion	WT_PeakRegion_4505_chr12_50293706_50294563	chr12:50293706-50294563	-1.43206327845734	13.159310791426	0.000535173598512269	0.00559918754007837
chr12	50572749	50573599	Shared_PeakRegion	Shared_PeakRegion_1060_chr12_50572749_50573599	chr12:50572749-50573599	-0.591962464051893	2.97765694918961	0.0887706686449034	0.148702072181635
chr12	50802928	50803457	WT_PeakRegion	WT_PeakRegion_4506_chr12_50802928_50803457	chr12:50802928-50803457	-1.32424686238189	8.68695125039807	0.00501831360091364	0.02004101278188
chr12	50955275	50955610	WT_PeakRegion	WT_PeakRegion_4507_chr12_50955275_50955610	chr12:50955275-50955610	-0.366984229471994	0.767131187543172	0.40044903856299	0.483605141770871
chr12	51349269	51349910	WT_PeakRegion	WT_PeakRegion_4508_chr12_51349269_51349910	chr12:51349269-51349910	-0.914217087668083	5.01055441326517	0.0306033516700468	0.0688787256863439
chr12	52432958	52433606	Q111_PeakRegion	Q111_PeakRegion_1204_chr12_52432958_52433606	chr12:52432958-52433606	0.19235583678655	0.261711124510387	0.611746526738611	0.677815408204561
chr12	52832467	52833173	Shared_PeakRegion	Shared_PeakRegion_1061_chr12_52832467_52833173	chr12:52832467-52833173	-0.382963831254215	1.16498545627461	0.28861267958268	0.371696549073758
chr12	53108041	53108646	WT_PeakRegion	WT_PeakRegion_4509_chr12_53108041_53108646	chr12:53108041-53108646	-0.35464650324499	1.13975525814388	0.291949084769521	0.37519984743409
chr12	53202780	53203238	WT_PeakRegion	WT_PeakRegion_4510_chr12_53202780_53203238	chr12:53202780-53203238	-1.47013983373337	12.1131463449199	0.000860092170835259	0.00718465926420251
chr12	53229293	53229891	WT_PeakRegion	WT_PeakRegion_4511_chr12_53229293_53229891	chr12:53229293-53229891	-0.407536548677267	1.25942857415752	0.265539474862817	0.3476589804083
chr12	53307908	53308694	WT_PeakRegion	WT_PeakRegion_4512_chr12_53307908_53308694	chr12:53307908-53308694	-1.01075084873089	7.76092521078284	0.00684126987667305	0.0246813584113363
chr12	53323690	53324295	WT_PeakRegion	WT_PeakRegion_4513_chr12_53323690_53324295	chr12:53323690-53324295	-0.442015015320407	0.957169874174023	0.331222224840578	0.415531906671065
chr12	54007518	54008559	Shared_PeakRegion	Shared_PeakRegion_1062_chr12_54007518_54008559	chr12:54007518-54008559	-0.433791775506084	1.97849668146003	0.163910107485146	0.236876108560659
chr12	54232442	54233037	Q111_PeakRegion	Q111_PeakRegion_1205_chr12_54232442_54233037	chr12:54232442-54233037	0.249497185552298	0.401376920653487	0.537244846602075	0.612875558031321
chr12	54449804	54450644	Q111_PeakRegion	Q111_PeakRegion_1206_chr12_54449804_54450644	chr12:54449804-54450644	-0.096565919953432	0.0740264975246206	0.788635265988373	0.8319365933612
chr12	54596190	54596698	WT_PeakRegion	WT_PeakRegion_4514_chr12_54596190_54596698	chr12:54596190-54596698	-0.974925646775702	11.3235951590526	0.0012373214437419	0.00878572562645211
chr12	54721031	54721474	Q111_PeakRegion	Q111_PeakRegion_1207_chr12_54721031_54721474	chr12:54721031-54721474	0.537194873765909	1.94141987029742	0.175576892345932	0.250009570330073
chr12	54902005	54902367	WT_PeakRegion	WT_PeakRegion_4515_chr12_54902005_54902367	chr12:54902005-54902367	-0.891265163052871	4.3056261814844	0.0479358368166801	0.0942396256077876
chr12	55782316	55784141	Shared_PeakRegion	Shared_PeakRegion_1063_chr12_55782316_55784141	chr12:55782316-55784141	0.208383797410019	0.501806328137772	0.481026384308762	0.560172559289254
chr12	55969889	55970750	WT_PeakRegion	WT_PeakRegion_4516_chr12_55969889_55970750	chr12:55969889-55970750	-0.426252713564662	1.69345267420697	0.197352706009221	0.274289891411212
chr12	56540937	56541368	WT_PeakRegion	WT_PeakRegion_4517_chr12_56540937_56541368	chr12:56540937-56541368	-1.45299593506794	11.5693190125142	0.00114616573286315	0.00837009903190384
chr12	56733905	56734860	Q111_PeakRegion	Q111_PeakRegion_1208_chr12_56733905_56734860	chr12:56733905-56734860	-0.385600069658911	1.05651996913321	0.307498670140302	0.390968409020884
chr12	57479251	57479613	WT_PeakRegion	WT_PeakRegion_4518_chr12_57479251_57479613	chr12:57479251-57479613	-0.718826321889757	2.77314017968559	0.1153704341801	0.180509790959994
